x_observed_cm-1,structural_frequency_cm-1,real_measured,imag_measured,real_fit,imag_fit,real_residual,imag_residual
2760.46,3378.230769230769,0.35367,0.0710876,0.17608214064471567,-0.14674389020167639,0.17758785935528432,0.2178314902016764
2761.26,3379.5494505494507,0.274453,0.103956,0.19322221482305102,-0.15570536588211226,0.08123078517694898,0.25966136588211225
2762.06,3380.8681318681315,0.198248,0.135151,0.21271798949269827,-0.16410333538374453,-0.01446998949269826,0.2992543353837445
2762.86,3382.186813186813,0.11534,0.169664,0.23469910552357948,-0.17152663836125803,-0.11935910552357948,0.34119063836125807
2763.67,3383.521978021978,0.00979525,0.205652,0.2595350450534986,-0.17756333175812294,-0.2497397950534986,0.38321533175812295
2764.47,3384.840659340659,-0.140282,0.222251,0.2865494013641542,-0.18154008866220556,-0.4268314013641542,0.4037910886622056
2765.27,3386.1593406593406,-0.333517,0.156825,0.31584041303088406,-0.18301213810849062,-0.6493574130308841,0.3398371381084906
2766.07,3387.4780219780223,-0.463642,-0.0411705,0.34707847275777587,-0.18148214918727276,-0.8107204727577759,0.14031164918727276
2766.88,3388.813186813187,-0.42618,-0.245134,0.38022280318880586,-0.17644645351406502,-0.8064028031888059,-0.06868754648593497
2767.68,3390.1318681318676,-0.318382,-0.33685,0.4138932557929135,-0.1677292182807852,-0.7322752557929135,-0.1691207817192148
2768.48,3391.4505494505493,-0.230622,-0.350699,0.4478818707406937,-0.15514386271013136,-0.6785038707406936,-0.19555513728986862
2769.29,3392.785714285714,-0.173007,-0.332834,0.4819988479701268,-0.13847204374899627,-0.6550058479701268,-0.19436195625100375
2770.09,3394.104395604396,-0.133702,-0.302032,0.5148451761372816,-0.11828175723691012,-0.6485471761372816,-0.1837502427630899
2770.89,3395.4230769230767,-0.0996674,-0.262613,0.5463924289096886,-0.09465488107875522,-0.6460598289096886,-0.16795811892124476
2771.7,3396.758241758241,-0.0564111,-0.21352,0.576671989107249,-0.06756486045572968,-0.6330830891072491,-0.1459551395442703
2772.5,3398.076923076923,0.0191161,-0.153997,0.6047287577195266,-0.03802337673941661,-0.5856126577195266,-0.11597362326058339
2773.31,3399.412087912088,0.172083,-0.097843,0.6311684399278037,-0.005609340570811527,-0.4590854399278037,-0.09223365942918847
2774.11,3400.7307692307695,0.478676,-0.13261,0.6553311012804631,0.028628425012628994,-0.17665510128046313,-0.161238425012629
2774.91,3402.0494505494503,0.890897,-0.558962,0.6776021455121082,0.06491293464513014,0.21329485448789187,-0.6238749346451301
2775.72,3403.384615384615,0.751859,-1.47649,0.6982928329643651,0.10366430297350344,0.05356616703563499,-1.5801543029735035
2776.52,3404.7032967032965,-0.149759,-1.9911,0.7169482873837422,0.14394713439035245,-0.8667072873837421,-2.1350471343903523
2777.33,3406.0384615384614,-1.18701,-1.81067,0.7340504984732621,0.18687722455127553,-1.921060498473262,-1.9975472245512755
2778.13,3407.357142857143,-1.94174,-0.880913,0.7491260353804914,0.23157493811760588,-2.690866035380491,-1.1124879381176058
2778.94,3408.6923076923076,-1.62157,0.291851,0.7624082195114859,0.2793996361812925,-2.383978219511486,0.01245136381870754
2779.74,3410.0109890109884,-0.774833,0.583395,0.7733156777273891,0.32944642299105403,-1.5481486777273892,0.25394857700894596
2780.54,3411.32967032967,-0.265196,0.361343,0.7816417789361201,0.3825760159234629,-1.04683777893612,-0.021233015923462883
2781.35,3412.664835164835,-0.0370506,0.0705128,0.7868938923391657,0.43978594850786734,-0.8239444923391658,-0.36927314850786735
2782.15,3413.9835164835167,0.0636501,-0.201912,0.7882280648460374,0.4998774078714045,-0.7245779648460373,-0.7017894078714045
2782.96,3415.3186813186812,0.114001,-0.469161,0.7847611270881374,0.5644563539238645,-0.6707601270881374,-1.0336173539238644
2783.76,3416.637362637363,0.152334,-0.764822,0.7754870952135962,0.6318497260152689,-0.6231530952135962,-1.3966717260152688
2784.57,3417.9725274725274,0.207882,-1.13716,0.7588879769461006,0.7033925757396794,-0.5510059769461005,-1.8405525757396792
