r2,sse,sse_base,p_value,aic,bic,parameter_count,shift_cm-1,global_sign,model,species,window_start_cm-1,window_end_cm-1,smoothing_points
0.9953501498574218,0.019172943996780996,0.5146092799945094,0.0,-5714.188963089267,-5692.576136889631,5,4.0,1.0,primary_three_motif,I+VI+VIII,3300.0,3800.0,17
0.995433456579096,0.018829441505251326,0.5146092799945094,0.0,-5722.258651940624,-5696.323260501061,6,2.0,1.0,four_motif_control,I+VI+VII+VIII,3300.0,3800.0,17
