wavenumber_cm-1,real_raw,imag_raw,real_smooth,imag_smooth,real_water_model,imag_water_model,real_residual,imag_residual
2758.85,0.534334,-0.0421369,0.28766730882352937,-0.15456057647058824,-0.031901398579570826,0.0036735237625800422,0.31956870740310017,-0.15823410023316828
2759.65,0.440914,0.0270805,0.25134154411764703,-0.13299825294117645,-0.03191647763718143,0.0036605590430384446,0.28325802175482845,-0.1366588119842149
2760.46,0.35367,0.0710876,0.21536960294117646,-0.11608713529411764,-0.03193177888174997,0.003647405407080951,0.24730138182292644,-0.11973454070119859
2761.26,0.274453,0.103956,0.18043307352941176,-0.10017937058823528,-0.031946924608871316,0.003634387487264255,0.21237999813828307,-0.10381375807549954
2762.06,0.198248,0.135151,0.14365366176470587,-0.08394048823529411,-0.03196210361920038,0.0036213429100209367,0.17561576538390625,-0.08756183114531504
2762.86,0.11534,0.169664,0.10268654411764705,-0.06930678235294116,-0.03197731601639383,0.0036082715262596315,0.13466386013404089,-0.07291505387920079
2763.67,0.00979525,0.205652,0.05799383823529411,-0.05971478235294118,-0.03199275269039881,0.0035950092853746264,0.08998659092569292,-0.06330979163831581
2764.47,-0.140282,0.222251,0.013308873529411753,-0.05728084117647059,-0.03200803259414523,0.003581883497351492,0.04531690612355699,-0.06086272467382208
2765.27,-0.333517,0.156825,-0.026391661764705886,-0.060901311764705875,-0.032023346198915684,0.0035687304473911523,0.005631684434209798,-0.06447004221209703
2766.07,-0.463642,-0.0411705,-0.05669859705882353,-0.06748131764705881,-0.03203869360962309,0.0035555499822035796,-0.024659903449200445,-0.07103686762926238
2766.88,-0.42618,-0.245134,-0.07251218529411764,-0.07482975882352941,-0.032054267413057724,0.0035421766718737834,-0.040457917881059915,-0.0783719354954032
2767.68,-0.318382,-0.33685,-0.06515889117647058,-0.08681197058823531,-0.03206968317750417,0.0035289405645307394,-0.03308920799896641,-0.09034091115276605
2768.48,-0.230622,-0.350699,-0.028897479411764695,-0.1258071470588235,-0.03208513306582302,0.0035156765736851945,0.003187653654058327,-0.12932282363250872
2769.29,-0.173007,-0.332834,0.0036678735294117665,-0.2206095588235294,-0.03210081095272031,0.0035022182131894926,0.03576868448213208,-0.2241117770367189
2770.09,-0.133702,-0.302032,-0.01192618529411765,-0.34771332352941176,-0.03211632983746479,0.003488897627845744,0.02019014454334714,-0.3512022211572575
2770.89,-0.0996674,-0.262613,-0.08232649411764704,-0.46632049999999997,-0.032131883166837946,0.00347554868079321,-0.0501946109508091,-0.46979604868079317
2771.7,-0.0564111,-0.21352,-0.18829461176470588,-0.5312125,-0.032147666115552975,0.0034620038114997007,-0.1561469456491529,-0.5346745038114997
2772.5,0.0191161,-0.153997,-0.26406243529411766,-0.523269794117647,-0.03216328908970082,0.0034485972973733654,-0.23189914620441685,-0.5267183914150203
2773.31,0.172083,-0.097843,-0.28236778823529407,-0.48653064705882354,-0.0321791427742944,0.0034349938078378313,-0.25018864546099967,-0.4899656408666614
2774.11,0.478676,-0.13261,-0.2728981411764706,-0.45085552941176466,-0.032194835829485194,0.003421529065386909,-0.24070330534698542,-0.45427705847715155
