wavenumber_cm-1,experiment_smooth,fit_I+VI+VII,baseline_I+VI+VII,residual_I+VI+VII,component_I_I+VI+VII,component_VI_I+VI+VII,component_VII_I+VI+VII,fit_I+VI+VIII,baseline_I+VI+VIII,residual_I+VI+VIII,component_I_I+VI+VIII,component_VI_I+VI+VIII,component_VIII_I+VI+VIII,fit_I+VI+VII+VIII,baseline_I+VI+VII+VIII,residual_I+VI+VII+VIII,component_I_I+VI+VII+VIII,component_VI_I+VI+VII+VIII,component_VII_I+VI+VII+VIII,component_VIII_I+VI+VII+VIII
3334.4,0.1977229411764706,0.22148923952173594,0.4209551598132805,-0.023766298345265335,-0.0,-0.19946592029154456,-0.0,0.20575974481685594,0.1456810705506479,-0.008036803640385337,-0.0017183821964776049,-0.040357749767240464,0.10215480622992609,0.2058026327985689,0.1519509300323464,-0.00807969162209829,-0.0014956858331797468,-0.03984790869817676,-0.00939869060601672,0.10459398790359574
3335.3,0.19474,0.2209772932903402,0.4200499912774096,-0.02623729329034019,-0.0,-0.19907269798706945,-0.0,0.20567270016216058,0.14539784091442975,-0.01093270016216058,-0.0017279095508798813,-0.04023050720729799,0.1022332760059087,0.20561521610668132,0.1516546421464642,-0.010875216106681324,-0.0015096461491021702,-0.03962395903376406,-0.009499808760512377,0.10459398790359574
3336.1,0.1933623529411764,0.22031777295317098,0.41924539702330255,-0.02695542001199458,-0.0,-0.19892762407013156,-0.0,0.20566582302295838,0.14514608123779152,-0.012303470081781981,-0.001732809731791883,-0.040165062852328334,0.10241761436928706,0.20551403865369172,0.15139127513679126,-0.01215168571251532,-0.001516802274063778,-0.03954388885201277,-0.00955515373877023,0.10473860838174723
3337.0,0.192825294117647,0.22001028374214818,0.4183402284874317,-0.027184989624501166,-0.0,-0.1983299447452835,-0.0,0.20564305861584378,0.1448628516015734,-0.012817764498196771,-0.0017442895310943623,-0.039932361459937636,0.1024568580053024,0.20538268605148668,0.15109498725090909,-0.012557391933839673,-0.0015231366852421983,-0.03944636676475142,-0.009622561576258412,0.10487976382682962
3337.9,0.1933729411764705,0.21954952640941142,0.4174350599515608,-0.02617658523294092,-0.0,-0.1978855335421494,-0.0,0.20555429780407655,0.14457962196535523,-0.012181356627606055,-0.0017587179965872508,-0.03981904508107357,0.10255243891638215,0.2054008088717719,0.15079869936502693,-0.012027867695301397,-0.0015326389032638203,-0.03930007437719092,-0.00972367973075411,0.10515850251795385
3338.8,0.1914464705882353,0.2190727787661406,0.41652989141568997,-0.02762630817790529,-0.0,-0.19745711264954938,-0.0,0.20553109849844722,0.1442963923291371,-0.014084627910211922,-0.0017648427576379489,-0.03973724584886063,0.10273679477580869,0.20552624252318644,0.15050241147914475,-0.014079771934951135,-0.0015406756648994179,-0.039077605779723835,-0.009809203184632383,0.10545131567329734
3339.6,0.1916347058823529,0.2185313279625604,0.41572529716158285,-0.02689662208020749,-0.0,-0.1971939691990225,-0.0,0.20553521672492298,0.14404463265249887,-0.013900510842570074,-0.001774643119461952,-0.03960635713892132,0.10287158433080738,0.2052787297424216,0.1502390444694718,-0.013644023860068688,-0.0015448988729090242,-0.03901258694080812,-0.009854144586630434,0.10545131567329734
3340.5,0.1941311764705882,0.21789381466608077,0.414820128625712,-0.02376263819549257,-0.0,-0.19692631395963126,-0.0,0.2058986919997283,0.1437614030162807,-0.011767515529140099,-0.0017856685265139603,-0.03936338813844732,0.10328634564840887,0.20530116917542904,0.14994275658358963,-0.011169992704840842,-0.0015536763794574695,-0.038877451924238506,-0.009947550700995844,0.1057370915965312
3341.4,0.1972523529411764,0.21749542617940926,0.41391496008984113,-0.02024307323823285,-0.0,-0.1964195339104319,-0.0,0.20569925720313406,0.14347817338006258,-0.008446904261957655,-0.0017913184313847837,-0.03928426606236499,0.10329666831682126,0.20513702233640108,0.14964646869770745,-0.00788466939522467,-0.001560814466799451,-0.038767556756868354,-0.01002351088387187,0.10584243574623328
3342.2,0.199725294117647,0.2170523721829726,0.4131103658357341,-0.017327078065325602,-0.0,-0.19605799365276147,-0.0,0.20575630215704185,0.14322641370342434,-0.006031008039394853,-0.0017990528665182846,-0.03918096883161849,0.10350991015175429,0.20508767982159315,0.14938310168803454,-0.005362385703946149,-0.0015648637119886181,-0.03869985965522586,-0.010069069362827239,0.10603837086360034
