wavenumber_cm-1,real_smooth,imag_smooth,real_fit,imag_fit,real_residual,imag_residual
3339.62,-0.04488136470588236,-0.04012894117647059,-0.04606977990948235,-0.03410033421631294,0.0011884152035999893,-0.006028606960157647
3340.49,-0.04424490588235295,-0.04132641176470589,-0.044816928335842346,-0.03542955155648253,0.0005720224534893972,-0.005896860208223359
3341.37,-0.04362265882352941,-0.042170147058823534,-0.0434859812857112,-0.03663142956542429,-0.0001366775378182153,-0.005538717493399244
3342.24,-0.04302204705882354,-0.04265558823529412,-0.042109688166813646,-0.037662316807227404,-0.0009123588920098916,-0.0049932714280667145
3343.11,-0.04244090588235295,-0.04278402941176471,-0.04067922408918134,-0.03851551502250293,-0.0017616817931716058,-0.004268514389261777
3343.98,-0.04186721176470588,-0.04256719999999999,-0.03920710906187211,-0.03916499470708587,-0.002660102702833775,-0.003402205292914122
3344.86,-0.041282752941176476,-0.04203291764705882,-0.037699203572364115,-0.03958480882125303,-0.003583549368812361,-0.0024481088258057893
3345.73,-0.04066989411764706,-0.041227017647058814,-0.036227689998184244,-0.039736651837561324,-0.004442204119462813,-0.0014903658094974903
3346.6,-0.04001905882352941,-0.04021069411764705,-0.03483032171894553,-0.03960615929149128,-0.005188737104583875,-0.0006045348261557726
3347.48,-0.0393341,-0.03905372352941176,-0.033564782520531536,-0.03918440024097736,-0.005769317479468461,0.00013067671156559435
3348.35,-0.038633582352941176,-0.0378255,-0.03254004038985052,-0.03850738416440169,-0.006093541963090657,0.0006818841644016943
3349.22,-0.037947558823529404,-0.036586558823529416,-0.03181360702808221,-0.03763318307141206,-0.006133951795447193,0.001046624247882641
3350.1,-0.03731101176470588,-0.035382911764705885,-0.03143050693689577,-0.03664287461721581,-0.005880504827810107,0.0012599628525099271
3350.97,-0.03675574117647058,-0.0342442705882353,-0.03140583726509761,-0.03566821902656305,-0.005349903911372973,0.0014239484383277504
3351.84,-0.03630391764705882,-0.0331859294117647,-0.03169522726602536,-0.034799253653184814,-0.00460869038103346,0.0016133242414201124
3352.72,-0.035962747058823526,-0.03221383529411765,-0.03223465315067725,-0.03410258392139933,-0.0037280939081462752,0.0018887486272816806
3353.59,-0.035722770588235295,-0.03133136470588235,-0.032925730517429835,-0.03363048753050512,-0.0027970400708054594,0.0022991228246227666
3354.47,-0.03555984117647059,-0.030546382352941177,-0.03370165003223387,-0.03337385111399672,-0.0018581911442367219,0.002827468761055541
3355.34,-0.03544080588235294,-0.029877070588235292,-0.03447990327018062,-0.0333160247596343,-0.0009609026121723194,0.003438954171399007
3356.22,-0.03533214705882353,-0.029354529411764703,-0.035233214341522316,-0.033420542631088034,-9.893271730121445e-05,0.004066013219323331
3357.09,-0.03520971176470588,-0.029020888235294116,-0.03591851757871684,-0.03364782311534747,0.0007088058140109627,0.004626934880053352
3357.97,-0.035066852941176466,-0.028922476470588234,-0.036539595964402406,-0.0339685646303795,0.0014727430232259406,0.005046088159791264
3358.84,-0.03491820588235294,-0.029099329411764706,-0.03708004695398838,-0.034347286958768715,0.0021618410716354383,0.005247957547004009
3359.72,-0.03479751176470589,-0.029574017647058824,-0.0375557100519647,-0.03477053019074602,0.0027581982872588104,0.005196512543687193
3360.59,-0.034749652941176476,-0.030343023529411768,-0.037962029816360404,-0.03521266929037541,0.0032123768751839282,0.004869645760963645
3361.47,-0.0348192,-0.03137351176470589,-0.03831580534278417,-0.03567256279895027,0.003496605342784169,0.004299051034244383
3362.34,-0.03503850588235294,-0.032606317647058826,-0.0386163535780166,-0.03613249264926445,0.0035778476956636607,0.003526175002205624
3363.22,-0.035418523529411765,-0.033964388235294116,-0.038877457001286,-0.03659868057372184,0.0034589334718742384,0.0026342923384277267
3364.09,-0.03594434705882353,-0.03536467647058824,-0.03909906013148977,-0.0370585101254432,0.0031547130726662376,0.0016938336548549607
3364.97,-0.03657632352941176,-0.03673074705882353,-0.03929118133652866,-0.037522241215693204,0.002714857807116902,0.0007914941568696737
3365.84,-0.037256652941176464,-0.03800364705882353,-0.039453214184533764,-0.03798033809619832,0.0021965612433572992,-2.3308962625208374e-05
3366.72,-0.037918888235294115,-0.03914905882352941,-0.03959155394250829,-0.03844537952196858,0.001672665707214173,-0.0007036793015608306
3367.59,-0.0385003,-0.04015900000000001,-0.03970449865094122,-0.03890960510290171,0.0012041986509412211,-0.0012493948970982993
3368.47,-0.038953082352941176,-0.04104791764705883,-0.03979479925979228,-0.03938715624478654,0.0008417169068511005,-0.0016607614022722955
3369.34,-0.039252141176470585,-0.04184411764705883,-0.0398591018424992,-0.03987101939714414,0.0006069606660286178,-0.0019730982499146926
3370.22,-0.03939757647058823,-0.04257848823529412,-0.03989584724965499,-0.040376404019425965,0.0004982707790667576,-0.0022020842158681567
3371.1,-0.03941118235294118,-0.04327362352941177,-0.03989903903443423,-0.04090177393341361,0.0004878566814930513,-0.002371849595998156
3371.97,-0.039327935294117655,-0.04393611176470588,-0.03986186235745314,-0.041443956978483965,0.0005339270633354862,-0.0024921547862219173
3372.85,-0.03918479411764707,-0.0445540705882353,-0.03977336480036054,-0.04201697789205789,0.0005885706827134726,-0.002537092696177412
3373.73,-0.039009888235294124,-0.04510056470588236,-0.0396207812852823,-0.042613411578702284,0.0006108930499881746,-0.002487153127180078
3374.6,-0.03881491764705883,-0.04554170588235295,-0.03939201438394608,-0.043220254722354766,0.0005770967368872518,-0.0023214511599981835
3375.48,-0.0385927,-0.045847235294117654,-0.03906585942591111,-0.04383902879321849,0.0004731594259111127,-0.002008206500899161
3376.36,-0.038320376470588224,-0.04600078235294119,-0.038630343595891736,-0.04444202666788173,0.0003099671253035119,-0.0015587556850594556
3377.23,-0.03796752941176469,-0.04600705882352942,-0.038084683569318496,-0.04499378911863369,0.0001171541575538046,-0.0010132697048957293
3378.11,-0.037507205882352936,-0.045893911764705884,-0.03742020681573644,-0.04547147707150498,-8.699906661649437e-05,-0.0004224346932009057
3378.99,-0.036927029411764706,-0.04570821176470588,-0.03666226128607491,-0.045832087632679874,-0.0002647681256897974,0.00012387586797399375
3379.87,-0.0362372294117647,-0.04550614705882353,-0.03584691261799778,-0.04604754435230611,-0.0003903167937669219,0.0005413972934825775
3380.74,-0.03547285882352941,-0.045340111764705884,-0.035030442112114014,-0.04610672333342276,-0.0004424167114153929,0.0007666115687168726
3381.62,-0.03468904705882353,-0.045244564705882354,-0.03424159773342891,-0.04602022282568578,-0.00044744932539461657,0.0007756581198034296
3382.5,-0.03395014117647059,-0.045228576470588235,-0.03352823833504108,-0.045813700699021284,-0.0004219028414295112,0.0005851242284330496
3383.38,-0.033315300000000006,-0.045272994117647056,-0.032912714125148686,-0.04552440391123014,-0.0004025858748513203,0.00025140979358308224
3384.25,-0.03282483529411765,-0.04533500588235294,-0.0324059040303434,-0.045194333304411236,-0.00041893126377424983,-0.00014067257794170285
3385.13,-0.03249076470588236,-0.04535922352941176,-0.031989018895821515,-0.04484783810561006,-0.0005017458100608427,-0.0005113854238016982
3386.01,-0.03229399411764706,-0.04529191764705882,-0.031653845756209685,-0.04451196182605792,-0.0006401483614373732,-0.000779955821000898
3386.89,-0.03218851764705882,-0.04509488235294117,-0.031383100501082756,-0.04420133211298946,-0.0008054171459760673,-0.0008935502399517112
3387.77,-0.032111635294117646,-0.044755847058823524,-0.031160055957238166,-0.04392343019342576,-0.0009515793368794802,-0.0008324168653977629
3388.64,-0.031997882352941175,-0.04429316470588234,-0.030972213667909438,-0.04368324741893208,-0.0010256686850317366,-0.0006099172869502636
3389.52,-0.031793894117647055,-0.04375377647058823,-0.030803591962252477,-0.043474525162577875,-0.0009903021553945776,-0.0002792513080103545
3390.4,-0.031471047058823524,-0.04320444705882352,-0.030647398434549018,-0.0432977013973442,-0.0008236486242745068,9.325433852067772e-05
3391.28,-0.031032964705882352,-0.042717682352941176,-0.030496826237610936,-0.0431494115935385,-0.0005361384682714167,0.00043172924059732554
3392.16,-0.03051551764705882,-0.04235515294117647,-0.030346932284393942,-0.04302604199945592,-0.00016858536266487617,0.0006708890582794516
3393.04,-0.029978411764705875,-0.04215261176470589,-0.030194216511200554,-0.04292406725695323,0.00021580474649467857,0.0007714554922473443
3393.92,-0.029489847058823522,-0.04211068235294119,-0.03003626596420844,-0.04284022300796745,0.0005464189053849162,0.0007295406550262631
3394.79,-0.029108199999999997,-0.04219475882352942,-0.029873386873716122,-0.042772282524096615,0.0007651868737161248,0.0005775237005671979
3395.67,-0.028865941176470587,-0.04234441176470589,-0.02970081929445955,-0.04271612240251515,0.000834878117988963,0.00037171063780926106
3396.55,-0.028760682352941176,-0.04249081764705883,-0.029519791086840396,-0.042670348009088734,0.0007591087338992206,0.00017953036202990325
3397.43,-0.028755688235294116,-0.04257344117647059,-0.029330003840193096,-0.04263300283593882,0.0005743156048989805,5.9561659468229666e-05
3398.31,-0.028789435294117646,-0.042555652941176476,-0.029131375743603655,-0.042602394589133556,0.0003419404494860098,4.67416479570798e-05
3399.19,-0.028790899999999998,-0.04243367647058824,-0.028923977737562032,-0.04257705896095506,0.00013307773756203456,0.000143382490366821
