wavenumber_cm-1,raw_trace,finite,interp_trace,smooth_17,smooth_1,smooth_7,smooth_11,smooth_25,smooth_33
2772.5,-inf,False,-1.25,-0.9866588235294117,-1.25,-1.4047471428571427,-1.3032363636363637,-1.4397315294117576,-1.5418844919786043
2773.3,-3.5,True,-3.5,-0.6924823529411764,-3.5,-1.6071285714285715,-1.6168727272727272,-1.2477355294117576,-1.2539754010695134
2774.1,-2.9999,True,-2.9999,-0.7145411764705882,-2.9999,-1.4880814285714286,-1.4488545454545456,-1.2777355294117576,-0.9357814616755741
2774.9,-0.75,True,-0.75,-1.2790169550172905,-0.75,-2.166652857142857,-0.8276063636363636,-1.4877395294117577,-0.7084935828876694
2775.7,-2.25,True,-2.25,-1.3496051903114081,-2.25,-1.9077242857142858,-1.1912427272727275,-1.0377515294117574,-0.36187237076645723
2776.5,-0.66667,True,-0.66667,-1.1680934256055255,-0.66667,-0.5505242857142856,-1.5207881818181819,-0.6577115294117577,-0.25856964349372996
2777.3,-3.75,True,-3.75,-1.2514269550172903,-3.75,-0.9076814285714285,-1.5976598395721766,-0.38771152941175774,-0.27372115864524516
2778.1,0.5625,True,0.5625,-1.1190740138408197,0.5625,-1.1755385714285713,-1.4158416577539947,-0.38771152941172365,-0.6373544919785785
2778.9,6.0004,True,6.0004,-1.0455446020761139,6.0004,-1.1534797478991343,-0.9794871122994492,0.044328470588276346,-0.5161514616755482
2779.7,-5.5,True,-5.5,-1.0308387197231728,-5.5,-1.272526890756277,-1.1158507486630855,0.11212007058827626,-0.19793934046342698
2780.5,-2.625,True,-2.625,-0.5602504844290556,-2.625,-0.4796697478991344,-0.8431234759358127,0.06545327058827634,-0.0843029768270633
2781.3,-inf,False,-2.0955882352939406,0.05742010380628888,-2.0955882352939406,-0.8814554621848486,-0.5779716577539945,-0.1145387294117236,-0.3570454010694875
2782.2,-1.5,True,-1.5,0.7192436332180535,-1.5,-1.6315126050419912,-0.32797165775399456,-0.35453872941172365,-0.41159085561494213
2783.0,1.8,True,1.8,0.8756606920415829,1.8,-0.5243697478991345,0.02998288770055084,-0.3045387294117236,-0.42566055258463914
2783.8,-2.25,True,-2.25,0.7972295155709946,-2.25,-0.29222689075627717,0.16635561497335563,-0.10453872941172365,-0.37768055258463906
2784.6,0.75,True,0.75,0.6648883391004067,0.75,0.65,1.6209919786097193,-0.044542729411723596,-0.29586237076645716
2785.4,2.25,True,2.25,0.3376824567474654,2.25,1.935785714285836,1.896818342246083,-0.0985427294117234,-0.0534472192513057
2786.2,-1.0,True,-1.0,-0.015282249134887724,-1.0,3.178785714285836,1.905508181818259,-0.0785427294117234,-0.09511388591797239
2787.0,4.5,True,4.5,0.39648245674746546,4.5,3.558655714285836,1.4964354545455318,-0.0218755294117234,0.018522477718391335
2787.8,-inf,False,7.500500000000852,0.4626589273357006,7.500500000000852,3.1657985714286934,0.8782536363637135,0.1761244705882766,0.10867096256687848
2788.6,10.501,True,10.501,0.4623994117647561,10.501,1.987255714285836,1.0827990909091683,0.5136124705882765,0.12230732620324203
2789.4,0.40909,True,0.40909,0.447693529411815,0.40909,1.4158271428572646,1.1509809090909864,0.1685964705882765,0.19806490196081783
2790.2,-2.0,True,-2.0,0.3859294117647561,-2.0,0.7729700000001218,0.8100718181818953,0.3985964705882766,0.20428096256687847
2791.0,-5.9998,True,-5.9998,0.5888705882353443,-5.9998,-0.08424428571428585,0.7100718181818956,0.5025964705882797,0.3468427807486966
2791.8,-5.0,True,-5.0,1.0741470588235795,-5.0,-1.798672857142857,0.14189000000007732,0.5744200000000372,0.2161579322638482
2792.6,0.0,True,0.0,0.7873823529412266,0.0,-2.1571142857142855,-0.471790909090909,0.6444200000000373,0.052509447415363335
2793.4,1.5,True,1.5,0.8609117647059324,1.5,-2.1214,-1.3173363636363635,0.5539584000000374,0.1737215686274846
2794.2,-1.5,True,-1.5,0.5947352941177018,-1.5,-1.1571414285714285,-0.536371818181818,0.6821400000000374,0.525985204991121
2795.1,-2.1,True,-2.1,0.13588235294118103,-2.1,-0.2714271428571428,-0.59319,0.5021360000000373,0.589487878787907
2795.8,-1.75,True,-1.75,-0.4671176470588189,-1.75,1.0142442857142857,-0.025026363636363576,0.4361360000000375,0.6399930303030585
2796.7,0.75001,True,0.75001,-0.5183311764705836,0.75001,0.4249585714285715,0.42724636363637075,0.4161360000000373,0.5955484848485131
2797.5,1.2,True,1.2,-0.3445347058823483,1.2,0.6749585714285714,0.39997363636364347,0.5961240000000373,0.5728212121212404
2798.3,8.9997,True,8.9997,-0.21219941176470133,8.9997,0.971387142857154,0.2863372727272798,0.2961040000000031,0.4137333333333616
2799.1,-2.625,True,-2.625,0.11721235294118111,-2.625,1.1785300000000112,0.38074272727273434,-0.11726919999999666,0.3637330303030586
2799.9,0.25,True,0.25,0.028977058823534053,0.25,1.1071000000000113,0.658428181818189,-0.12029959999999669,0.39403606060608887
2800.7,inf,False,-0.024999999999921883,0.47013588235294584,-0.024999999999921883,0.869737142857154,0.4766009090909163,-0.16029959999999666,0.25767242424245246
2801.5,-0.3,True,-0.3,0.5583711764705929,-0.3,-0.2795714285714175,0.4629636363636435,-0.10030359999999691,0.05311121212121452
2802.3,0.25,True,0.25,0.6917047058823577,0.25,-0.4402999999999888,0.21750909090909815,0.1236960000000032,-0.1287403030303006
