wavenumber_cm-1,real,imag,abs_chi,intensity_abs2,phase_rad,imag_smooth,intensity_smooth
2945.12,0.333127,-0.360216,0.4906415848508971,0.24072916478500006,11.741922184281854,-0.34893845882352936,0.26625439319908645
2945.94,0.425468,-0.388748,0.5763228492156112,0.3321480265280001,11.826040511035801,-0.43549651764705877,0.38881887895332173
2946.77,0.504118,-0.394581,0.6401789776968625,0.40982912348499995,11.902258184826582,-0.5635944705882353,0.682614198071084
2947.59,0.536588,-0.382529,0.6589803620632408,0.434255117585,11.947044963145558,-0.6948895294117647,1.0950814876206723
2948.42,0.499276,-0.383563,0.6296007458262737,0.3963970991450001,11.911298740121,-0.7543391176470589,1.3109135606796816
2949.24,0.398371,-0.431162,0.587026510376661,0.34460012388500005,11.741463550790764,-0.7788662352941177,1.4029327778934293
2950.07,0.252441,-0.537789,0.5940904535523189,0.352943467002,11.43444795318043,-0.788785411764706,1.4437636911320406
2950.89,0.0710663,-0.707708,0.7112672017320143,0.50590103225969,11.095656333921156,-0.7898805294117648,1.4602135491165698
2951.72,-0.140824,-0.96929,0.9794664379528273,0.9593545030759997,10.851298036270675,-0.7838507647058823,1.4623674934108641
2952.54,-0.33358,-1.42458,1.4631144154849953,2.1407037927999997,10.765558283642855,-0.7714279411764706,1.4541565974230992
2953.37,-0.130319,-2.24127,2.245055512601192,5.040274254661001,10.937494523061137,-0.7534967705882354,1.4374658946078411
2954.19,1.20336,-2.36617,2.654587681448853,7.046835758499998,11.466053335012912,-0.7313505235294118,1.4146522246270785
2955.02,1.51468,-1.18687,1.92429620882545,3.7029158993,11.90172357582435,-0.7057810470588235,1.389916832605338
2955.85,1.10312,-0.625666,1.268200172668337,1.6083316779559997,12.050434229141947,-0.6754665764705883,1.3679035381053901
2956.67,0.769882,-0.410246,0.8723646453404676,0.7610200744399999,12.076775117378784,-0.6366741058823528,1.3507453663635336
2957.5,0.54437,-0.297493,0.62035536747013,0.384840781949,12.066225876940099,-0.584405105882353,1.3373504980866215
2958.33,0.389648,-0.217582,0.4462818511075708,0.199167490628,12.057096147917074,-0.5144012235294118,1.3244119779118162
2959.15,0.280953,-0.149028,0.31803133963966507,0.101143932993,12.07867055923913,-0.43373669411764704,1.29914007387264
2959.98,0.203381,-0.0839181,0.22001381472218967,0.048406078668610006,12.175036557189719,-0.3550699117647059,1.198883109036057
2960.8,0.147205,-0.0180948,0.14831295901585945,0.021996733812040006,12.444061722832695,-0.23875791176470587,0.9125585605640567
2961.63,0.105041,0.0521521,0.11727511763119233,0.01375345321541,13.027208527515173,-0.11206273529411766,0.5011324345135724
2962.46,0.0693133,0.131783,0.14889960592926363,0.02217109264589,13.652963424764481,-0.049137852941176466,0.284307183211617
2963.28,0.0280312,0.22831,0.23002435582659503,0.05291120427344,14.015001414922079,-0.013178088235294112,0.19100608754385234
2964.11,-0.0467043,0.350784,0.35387950815848324,0.12523070629449,14.269531084394822,0.015959764705882354,0.14909931898304352
2964.94,-0.230818,0.482358,0.5347393657549442,0.285946189288,14.583483445207555,0.043360235294117644,0.13125009428657292
2965.77,-0.606731,0.402007,0.7278269948346241,0.5297321344099999,15.122796180066793,0.06945441176470588,0.12604736888474938
2966.59,-0.65477,-0.0872447,0.6605568791391775,0.43633539057808995,15.840427815794797,0.09342505882352942,0.12801324701045527
2967.42,-0.321059,-0.263966,0.41564038619580745,0.17275693063699996,16.396078787802455,0.11432712352941177,0.13438096439988997
2968.25,-0.0865924,-0.212352,0.2293286193255434,0.05259161564176,16.89156637874007,0.1312720529411765,0.14383304169577
2969.08,0.0562424,-0.117147,0.12994855584715054,0.016886627166760003,17.72636171035225,0.14326804705882354,0.15590697122809882
2969.9,0.148348,-0.01435,0.14904043613731144,0.02221305160400001,18.753123940145592,0.14893604705882352,0.17070495208669353
2970.73,0.20338,0.0850975,0.2204654369878644,0.048605008906250004,19.24583689681163,0.1461128117647059,0.18873747917890293
2971.56,0.230378,0.168315,0.28531379586167926,0.08140396210899999,19.480527339899687,0.1313606176470588,0.21071438050927938
2972.39,0.244206,0.226019,0.33274789074763494,0.11072115879700001,19.596296124775314,0.10071137058823529,0.23719851577102294
2973.21,0.260299,0.258473,0.3668294714577879,0.13456386113000002,19.631434248747915,0.0600763705882353,0.27437151192008175
2974.04,0.28808,0.271417,0.39579953801008916,0.156657274289,19.60518077771346,0.02115217647058823,0.36298050778819413
2974.87,0.331359,0.269969,0.42741320503933894,0.18268204784199998,19.533215857957742,-0.050732176470588225,0.5411428759286646
2975.7,0.391703,0.256084,0.46798531522367237,0.219010255265,19.42857743155097,-0.15881794117647058,0.7858696551499729
2976.53,0.470839,0.228139,0.5231985925458899,0.2737367672420001,19.300756927291168,-0.25316694117647054,1.0073973914992223
2977.36,0.571796,0.180315,0.5995533044200491,0.359464164841,19.155033738688765,-0.31411694117647054,1.1718693144401635
2978.19,0.69917,0.0999967,0.7062846656348202,0.49883802891088974,18.991614543989993,-0.3515289705882353,1.298693463254443
2979.02,0.857135,-0.0386792,0.8580072777882715,0.7361764887376401,18.804460368342024,-0.3750549705882352,1.4129966536732663
2979.84,1.0384,-0.288788,1.077809384327303,1.1616730689440002,18.578301946451983,-0.39142491176470584,1.5418501572322665
2980.67,1.17548,-0.748956,1.3938035443834975,1.9426883203360004,18.282267852169625,-0.4128582647058823,1.7159208864385018
2981.5,0.996655,-1.486,1.7892783989712164,3.2015171890249996,17.869546896835317,-0.45967349999999996,1.9203008616546784
2982.33,0.105952,-2.04981,2.0525464336779327,4.212946862404,17.33040232890462,-0.5243849117647059,2.082522959906619
2983.16,-0.905948,-1.72108,1.9449571062375641,3.782858145103999,16.79422869635823,-0.5888676764705882,2.1969800478045016
2983.99,-1.30946,-1.0505,1.6787601798946745,2.8182357416,16.384068019063417,-0.6487346764705881,2.284976351619678
2984.82,-1.37881,-0.550907,1.4847947800113659,2.2046155387490005,16.088083820609224,-0.7045583235294117,2.361003395386031
2985.65,-1.40389,-0.231627,1.4228697056403303,2.0245581992290003,15.871479589347494,-0.7575225411764706,2.434221875804508
2986.48,-1.51608,-0.05227,1.5169807906825978,2.3012307193,15.742426689529847,-0.8085572941176471,2.512530828055235
2987.31,-1.75572,-0.105894,1.7589105314472364,3.0937662576359997,15.7682040093149,-0.858078,2.606370892823235
2988.14,-1.83196,-0.524442,1.9055489636752976,3.6311168529640008,15.986780061254205,-0.9058770588235293,2.735454069697588
2988.97,-1.50045,-0.830125,1.7147762880693795,2.940457718125,16.213298785044554,-0.9551,2.948836844090235
2989.8,-1.20788,-0.840123,1.471319390726908,2.1647807495289997,16.315686400719898,-1.0297329411764706,3.360540678942941
2990.63,-1.07061,-0.7896,1.3302909200998105,1.7696739321000006,16.34343146096172,-1.1522017647058822,4.059224601383882
2991.46,-1.03007,-0.768687,1.2852719202056038,1.6519239088689999,16.349058346597946,-1.3039188235294117,5.065121744125059
2992.29,-1.0502,-0.800395,1.3204363657613343,1.7435521960250002,16.35918614326504,-1.512904294117647,6.909461571945705
2993.12,-1.11629,-0.90627,1.437855582803781,2.0674286770000005,16.389893548567947,-2.1255556470588237,14.831583923191056
2993.95,-1.21598,-1.13064,1.6604078324315383,2.7569541699999993,16.457010250914053,-2.324773882352941,17.80006836104988
2994.78,-1.30334,-1.56154,2.0339868060535693,4.1371023272,16.583244531179336,-2.3665451764705883,18.135323138891057
2995.61,-1.19736,-2.32279,2.6132402020671575,6.829024353699998,16.80280202420735,-2.3646404705882356,18.106338876801644
2996.44,-0.4461,-3.31857,3.3484193367766824,11.211912054899997,17.145135254581795,-2.338970294117647,18.028924025160407
2997.27,1.09421,-3.80305,3.957333044690578,15.660484826600001,17.55891174819615,-2.310136882352941,17.963891354780408
2998.1,2.59689,-3.62969,4.463013238631497,19.918487168200002,17.8997847573478,-2.2830813529411764,17.907926144037173
2998.94,4.08881,-4.10366,5.792960608505809,33.55839261169999,18.062345119982613,-2.2570109411764703,17.853755079887527
2999.77,4.83202,-10.6467,11.691904813605008,136.70063817039997,17.704811751247586,-2.2298192352941175,17.795832902163703
3000.6,-6.39835,-3.43898,7.263984179697805,52.76546616289999,16.201142782230075,-2.198581058823529,17.730722120649
3001.43,-2.85083,-0.816006,2.965315747257954,8.793097480935998,15.986743846205663,-2.15870894117647,17.67153720139582
3002.26,-1.70184,-0.492062,1.7715485873788501,3.1383843974439993,15.989422875136873,-2.06762484117647,18.013377801346767
3003.09,-1.21218,-0.393732,1.2745215730712445,1.6244052402239995,16.02202615520789,-1.8470789588235292,17.776612235606535
3003.92,-0.967862,-0.349955,1.0291867435353994,1.059225353069,16.054912718683653,-1.6296761352941176,17.13032522612065
3004.76,-0.842373,-0.329656,0.9045802062089354,0.8182653494650002,16.080983709152648,-1.3958663117647059,16.211146975572497
3005.59,-0.790615,-0.32549,0.8549946305825551,0.7310158183249998,16.09850828434645,-1.1771460529411764,15.040022399235141
3006.42,-0.802832,-0.338136,0.8711344182845722,0.75887517472,16.10659306988008,-0.9332386411764704,13.066824293839908
3007.25,-0.905403,-0.375221,0.98007417640197,0.9605453912499998,16.100842207825735,-0.3062779823529412,5.027257926443582
3008.09,-1.24329,-0.452814,1.3231819764098964,1.7508105426959997,16.057237517797105,-0.10479824705882354,1.9262570003435973
3008.92,-3.15408,-0.0131103,3.1541072471249434,9.948392526366089,15.712119860202986,-0.05904130588235294,1.4135846157826564
3009.75,0.877004,1.42649,1.6745177622575402,2.804009736116,13.585937147530808,-0.033846129411764694,1.236163937115362
3010.58,0.287566,0.377278,0.4743763206990838,0.22503289364,13.48589555182361,-0.015987670588235296,1.1521690511767881
3011.42,0.0704829,0.171717,0.1856194151521063,0.03445456728140999,13.747676269926046,-0.00169449411764706,1.1094234274909647
3012.25,-0.0390831,0.0885544,0.09679550849584913,0.00936937046497,14.55280065132556,0.013921976470588248,1.0964013014066705
3013.08,-0.110435,0.042766,0.1184264327800175,0.014024819981000003,15.338495995046845,0.0445312117647059,1.1121105645109646
3013.91,-0.166957,0.0116312,0.16736165828062294,0.028009924662440004,15.638409802549768,0.09853232941176471,1.1245082100806705
3014.75,-0.21968,-0.0138245,0.22011455926460202,0.04845041920025,15.770810563783696,0.15308421176470588,1.097609451368141
3015.58,-0.276066,-0.038138,0.27868789604143196,0.0776669434,15.845242472499606,0.2017546823529412,1.0081525591834353
3016.41,-0.343758,-0.063744,0.34961816328674916,0.1222328601,15.891313455569076,0.21574081764705882,0.42969324689113586
3017.25,-0.434013,-0.0901382,0.4432743837266484,0.19649217926823995,15.91273767643848,0.13825722941176471,0.2687291807304888
3018.08,-0.566663,-0.106971,0.5766712671964852,0.33254975041,15.894541254519439,0.11710462352941177,0.25852234635958826
3018.91,-0.769916,-0.064176,0.7725860508914202,0.5968892060320001,15.791125567929477,0.10360628235294118,0.25951315822180177
3019.75,-0.979847,0.194867,0.9990361810755405,0.9980732910980001,15.511649743332939,0.0912142,0.2625420199456271
3020.58,-0.795846,0.579883,0.984700537932726,0.9696351494050001,15.078275122588925,0.07815678823529412,0.2663103591084506
3021.42,-0.445404,0.552161,0.7094127805001824,0.503266493137,14.815953281141793,0.0638086588235294,0.2707397285858365
3022.25,-0.29955,0.374584,0.4796283723425877,0.23004337555599996,14.811717073512527,0.04789133529411765,0.2760942075155277
3023.09,-0.253209,0.224654,0.33850290603922445,0.11458421739700002,14.982249753065556,0.030195805882352947,0.28296806278217473
3023.92,-0.235968,0.109269,0.2600396342579338,0.06762061138499999,15.274296091852069,0.010460805882352936,0.2928816993196453
3024.75,-0.226283,0.0176837,0.22697292643548922,0.05151670933469,15.629973175808892,-0.010807123529411761,0.31099783498769
3025.59,-0.219004,-0.0577548,0.22649143237447197,0.05129836893904001,15.96580861843349,-0.01630412352941176,0.35115466169445475
3026.42,-0.214357,-0.122111,0.24669823625230886,0.060860019769999996,16.225776514219817,0.013761876470588234,0.34309950338886647
3027.26,-0.214407,-0.17921,0.2794397712370234,0.07808658574899997,16.404179211716837,0.013963582352941172,0.2890122671191018
3028.09,-0.222153,-0.232287,0.321417494511422,0.10330920577799999,16.515657709533635,-0.016310199999999997,0.23395213269926
3028.93,-0.242038,-0.284419,0.373465608865127,0.139476561005,16.5736905040375,-0.048223537058823526,0.20618485863987368
3029.76,-0.282183,-0.338962,0.4410470302960899,0.19452248293300003,16.584518315766076,-0.07115877235294117,0.19455284722957955
3030.6,-0.362454,-0.399239,0.5392260020037981,0.2907646812370001,16.541617674022653,-0.08616951352941177,0.18964568294616543
3031.43,-0.548124,-0.451693,0.7102580415771439,0.5044664856249998,16.397210189158734,-0.09543207235294118,0.18734235888347428
3032.27,-0.987445,-0.20042,1.0075791802260505,1.015215804425,15.908211294299132,-0.10104034882352941,0.1859296566507278
3033.1,-0.510089,0.446946,0.678197253634221,0.4599515148369999,14.98844735209368,-0.10514353705882352,0.18496379877296074
3033.94,-0.198164,0.198296,0.28033957000751786,0.078590274512,14.922232157986612,-0.11004094882352941,0.18514274289766663
3034.77,-0.171342,0.0652287,0.18333811460711055,0.03361286426769,15.344210839923862,-0.11776618411764707,0.18883131469419603
3035.61,-0.176437,0.00963427,0.1766998418998526,0.031222834127432906,15.653412852120642,-0.1279785370588235,0.20065545677654897
3036.45,-0.179066,-0.015315,0.179719730639126,0.032299181581,15.793282762069493,-0.1334517723529412,0.22482705721272545
3037.28,-0.173869,-0.0305286,0.17652882081677201,0.03116242457896,15.881775443728614,-0.12209294882352942,0.25644371429596075
3038.12,-0.161683,-0.0481945,0.16871307690647458,0.028464102319250006,15.997657843171144,-0.09077671352941177,0.2822878787992548
3038.95,-0.146527,-0.077657,0.1658335652936401,0.027500771377999996,16.195309539611678,-0.045981125294117645,0.2893647638486666
3039.79,-0.136456,-0.127509,0.1867586276909316,0.034878785017,16.459479757203272,-0.01141277235294118,0.25938121488278426
3040.63,-0.147399,-0.205367,0.2527885873412801,0.06390206989000001,16.656230115434184,-0.013872125294117648,0.2558674379331372
3041.46,-0.210613,-0.310539,0.37522300874280085,0.14079230629,16.682802799133707,-0.002628713529411764,0.2695130402863725
3042.3,-0.373587,-0.405897,0.5516517209055003,0.304319621178,16.534788214505507,0.01432242176470588,0.28126091065962605
3043.14,-0.638682,-0.377464,0.7418852798243135,0.55039376842,16.2417422475115,0.03165322941176471,0.2892167812750123
3043.97,-0.843048,-0.145862,0.8555732892908707,0.7320056533479999,15.879284632930625,0.04708869999999999,0.29378643217924766
3044.81,-0.844032,0.133137,0.8544679501262759,0.7301154777929998,15.551513070031138,0.059848794117647056,0.29577793675989705
3045.65,-0.727171,0.309832,0.7904261707870003,0.6247735314650001,15.305179393347476,0.07010117647058824,0.29601499078258825
3046.48,-0.596271,0.387242,0.7109820475968434,0.505495472005,15.131982102232422,0.07872547647058822,0.29511061513374237
3047.32,-0.485882,0.405137,0.6326273047324151,0.40021730669300004,15.012939218318879,0.08717551176470588,0.2931991816235494
3048.16,-0.398631,0.389434,0.5572840519133847,0.31056551451700004,14.93423493191194,0.09733251176470588,0.2895094441194559
3048.99,-0.329297,0.353398,0.4830389845685336,0.23332666061300006,14.887277025310054,0.1109449588235294,0.2816219826459383
3049.83,-0.271845,0.304258,0.4080105814669517,0.16647263458900002,14.86636184919832,0.1274164294117647,0.2647932171507712
3050.67,-0.221203,0.247088,0.33163722190520173,0.10998324695300002,14.867345838287733,0.13916754705882353,0.23460161641234528
3051.51,-0.173999,0.186393,0.2549862789445738,0.06501800245000001,14.888188322165263,0.13334607647058822,0.19568537220469823
3052.34,-0.128817,0.126096,0.18026097942982555,0.03249402070499999,14.93323892920629,0.10438578235294119,0.16160577001099236
3053.18,-0.0858571,0.0689561,0.11011986808755268,0.012126385347620004,15.0313047546592,0.044679194117647064,0.16195990345475705
3054.02,-0.0460854,0.0161416,0.048830475563115296,0.00238441534372,15.371062102590384,0.06559554705882353,0.17826454013499235
3054.86,-0.0103621,-0.032698,0.03430061691004988,0.0011765323204099998,16.971868337130267,0.04883354705882353,0.15666101418746295
3055.7,0.0210788,-0.0791274,0.0818868807575426,0.006705461240199999,17.5391042825572,0.02442218823529412,0.13955524486933413
3056.53,0.0488296,-0.125882,0.13502076788464804,0.018230607760160004,17.648791423539233,-0.0021486882352941133,0.12787417489137
3057.37,0.0745724,-0.177695,0.19270847378037118,0.037136555866760006,17.6761029182649,-0.028694099999999993,0.12141744743113471
3058.21,0.102417,-0.244827,0.2653855719853662,0.07042950181799999,17.674962014172802,-0.053989394117647055,0.11992773624242882
3059.05,0.147466,-0.359188,0.38828113590541585,0.1507622405,17.66833084088475,-0.07714674705882353,0.12314917047995824
3059.89,0.365397,-0.70518,0.7942252829071863,0.6307938000090001,17.756830474388646,-0.09727915882352942,0.13079028894637
3060.73,0.480513,0.74282,0.8846888128426854,0.782674295569,19.846175756525845,-0.11330981176470589,0.14240649305262765
3061.56,0.136064,0.120183,0.18154163595440026,0.032957365584999995,19.57305789084915,-0.12408714117647059,0.15718439172682058
3062.4,0.138254,-0.0255591,0.1405967144310634,0.019767436108809988,18.666749275568463,-0.12890343529411766,0.17382705543320826
3063.24,0.15838,-0.0983069,0.186409417647312,0.03474847098761,18.29405274036634,-0.12798352352941178,0.19075761012779704
3064.08,0.187337,-0.147014,0.23813497803766667,0.05670826776499999,18.18417891895033,-0.12238805294117647,0.20644760384667
3064.92,0.226261,-0.182932,0.29096074777364733,0.08465815674500002,18.16965354921246,-0.11339768235294116,0.21945704377254824
3065.76,0.277158,-0.207282,0.34609591804585044,0.11978238448800002,18.207410506699837,-0.10162388823529411,0.22800058897485703
3066.6,0.340103,-0.216155,0.40298019136677177,0.16239303463399998,18.283400718962625,-0.08512847647058823,0.22835899775721
3067.44,0.410077,-0.203565,0.4578229517553702,0.209601855154,18.388787024234638,-0.04964941764705882,0.19636108676491587
3068.28,0.475074,-0.167073,0.5035957632913526,0.25360869280500004,18.511387146422926,-0.09802189411764706,0.15174210665941057
3069.12,0.520552,-0.114575,0.5330120217490408,0.284101815329,18.63290747791741,-0.10417827647058824,0.14982717541044
3069.96,0.538975,-0.0634889,0.5427014750746583,0.29452489104820995,18.73230063601136,-0.0914943294117647,0.1517973339350982
3070.8,0.53293,-0.030759,0.5338169170989244,0.28496050098099995,18.791903109639367,-0.05912380588235295,0.1642298156219447
3071.64,0.507621,-0.0248587,0.5082293130140074,0.25829703460668996,18.800624027756932,8.289999999999687e-05,0.20727494658847415
3072.48,0.462249,-0.0446725,0.4644025950156287,0.21566977025725004,18.753213474798798,0.10905419411764707,0.3670531473126506
3073.32,0.388138,-0.078766,0.39604947897958404,0.1568551898,18.649341788307282,0.3915554882352942,1.7152098618251215
3074.16,0.276438,-0.102036,0.29466814069389996,0.08682931314000002,18.495959155653594,0.09749519411764708,3.7066291007584153
3075.0,0.133527,-0.0795121,0.1554079591765171,0.024151633775410002,18.31246966390515,-0.01069039411764705,3.940635679778768
3075.84,-0.0127485,0.0155245,0.020088164488076057,0.0004035343525,21.107878567180663,-0.07187021764705884,4.012193541741063
3076.68,-0.130898,0.190068,0.23078156561562707,0.053260131027999986,21.02344745581202,-0.11321315882352942,4.036582186185768
3077.52,-0.20446,0.451992,0.4960853350624265,0.246100659664,20.84516132262819,-0.1436105176470588,4.041217560083638
3078.36,-0.223014,0.8595,0.8879614260743539,0.7884754941960003,20.674223295340806,-0.16607281176470579,4.036588398183579
3079.2,-0.115716,1.66958,1.6735852440362875,2.800887569056,20.489550037833013,-0.18120724117647055,4.027945071250009
3080.04,1.38644,4.59524,4.799838177605574,23.038446531199998,20.127325363359066,-0.1887999176470588,4.018548935245759
3080.89,2.61121,-5.21518,5.8323683094005645,34.016520096499995,17.74296235157244,-0.18885056470588235,4.01082923802417
3081.73,0.12251,-2.04272,2.0463904071559758,4.1877136985000005,17.338661799539267,-0.1825907094117647,4.006504548930569
3082.57,-0.113708,-1.20713,1.21247364761631,1.470092346164,17.184839746710598,-0.1731838388235294,4.0059564937358
3083.41,-0.174808,-0.817405,0.835888013366025,0.6987087708890001,17.068075934082653,-0.16530951529411764,4.007524737679114
3084.25,-0.191424,-0.580244,0.6110042940209176,0.3733262473119999,16.960099878241568,-0.16403522117647054,4.007166274084418
3085.09,-0.189766,-0.412618,0.45416379058661205,0.20626474868,16.84769742775307,-0.17485804470588237,3.996966416439925
3085.94,-0.1782,-0.282144,0.3337071721374894,0.11136047673599998,16.715433732145847,-0.20660557411764705,3.956608629415822
3086.78,-0.160459,-0.173748,0.2365067825348778,0.05593545818499998,16.533103276922326,-0.2830061623529412,3.7999429238821048
3087.62,-0.138852,-0.079627,0.16006354061122102,0.025620337033000002,16.228644478225398,-0.5281017505882353,2.455642166229656
3088.46,-0.115284,0.00438154,0.1153672334277441,0.013309598548771596,15.669975063817667,-0.19131016235294118,0.47050360059457075
3089.3,-0.0914865,0.0804047,0.12179776461142462,0.01483469546434,14.986945857331369,-0.03215716235294118,0.25277037342168834
3090.15,-0.0688978,0.149388,0.1645104294226965,0.027063681388840008,14.569295956685046,0.1030881317647059,0.26612803754668835
3090.99,-0.0483346,0.211731,0.21717792226227783,0.04716624991815999,14.361604039003774,-0.06503980941176471,1.1005769188649825
3091.83,-0.0296131,0.268004,0.2696350861954171,0.07270307970761,14.24721551638597,-0.06761657411764707,1.1138969459107473
3092.67,-0.0112335,0.319792,0.3199892416726694,0.10239311478625002,14.172280023781052,-0.057206574117647055,1.112664612809159
3093.51,0.0100091,0.37077,0.3709050754341466,0.13757057498280997,14.11017805404775,-0.04600957999999998,1.1126048405835125
3094.36,0.0402844,0.428615,0.4305039501658028,0.18533365110836,14.04345485539332,-0.036311694117647064,1.1147624453490375
3095.2,0.0937116,0.510277,0.5188106405072663,0.2691644807035599,13.955542276455486,-0.0282576470588235,1.1187917007981694
3096.04,0.21642,0.662881,0.6973154498223886,0.4862488365610001,13.821593455964868,-0.02109814941176469,1.1242733028061827
3096.89,0.710367,1.09204,1.302755785360019,1.6971726362889996,13.560443537111558,-0.01358071999999999,1.1308533750613392
3097.73,1.17237,-3.67558,3.858022777706218,14.884339753300003,11.304335280666098,-0.004681425882352944,1.1380116521497603
3098.57,-0.458617,-0.624049,0.7744460646746162,0.5997667070899998,10.361803900210088,0.004757162352941172,1.1445730761365156
3099.42,-0.360257,-0.235648,0.4304823875061557,0.185315085953,10.004037607835134,0.011319750588235297,1.1487864793868539
3100.26,-0.319246,-0.0917951,0.33218119889603925,0.11034434890000999,9.704762140138243,0.011743044705882333,1.1494404222308838
3101.1,-0.304197,-0.00888394,0.30432669813692587,0.0926147391989236,9.453974223614187,0.005026632941176459,1.1462240760190128
3101.95,-0.301389,0.0572918,0.3067860486857902,0.09411767966824003,9.236926701791573,-0.008697484705882386,1.1388401135882857
3102.79,-0.300994,0.126093,0.32633852467185054,0.106496832685,9.028066700717527,-0.029969602352941216,1.1255967775410762
3103.63,-0.288701,0.208201,0.3559437087546287,0.12669592380199995,8.799988205675495,-0.062257425882352974,1.0989635542998408
3104.48,-0.241554,0.300676,0.38568690915300713,0.148754391892,8.530773920990487,-0.12135178470588237,1.0006822670965945
3105.32,-0.142082,0.372187,0.39838481107215923,0.158710457693,8.218656032123292,0.09871495647058824,0.1263989701720155
3106.17,-0.0160956,0.379568,0.3799091140830397,0.14433093496336005,7.896361293893002,0.13808990352941178,0.09218007473295728
3107.01,0.0811726,0.326988,0.33691266395723385,0.11351014313475997,7.610656960637183,0.15336283294117647,0.0821780155069714
3107.86,0.13059,0.256591,0.28791090528321434,0.08289268938100001,7.383205845624568,0.15876883917647058,0.07642406657610515
3108.7,0.147181,0.195305,0.24455324529844213,0.05980628978600001,7.208183272926573,0.15795079447058824,0.07151858014778789
3109.55,0.14809,0.148651,0.20982794833148422,0.044027767901000006,7.070474005864166,0.1524936885882353,0.06631718799590847
3110.39,0.143146,0.113988,0.18298645157497317,0.03348404146,6.955669668255601,0.14302010035294116,0.06023074242136495
3111.23,0.136915,0.0874359,0.1624523124914201,0.026390753833810003,6.85151495481438,0.1291022885882353,0.05286978926353259
3112.08,0.131249,0.0655546,0.1467095960806927,0.02152370558216,6.746406765034091,0.11011700623529412,0.044171819525893184
3112.93,0.126456,0.0453251,0.1343334828924271,0.018045484626010008,6.627346647808206,0.08716740035294117,0.034872614481286715
3113.77,0.121262,0.0239918,0.12361261711993643,0.015280079111240002,6.478513606323807,0.06389102388235293,0.026416215791849062
3114.61,0.111925,0.000107006,0.11192505115158105,0.012527217075284034,6.284141357815259,0.043694153294117646,0.019778857289772002
3115.46,0.0932848,-0.0227907,0.09602848492780672,0.009221469917530001,6.043566127341242,0.027506323882352943,0.014958988409987297
3116.3,0.0665977,-0.035479,0.07545868463132656,0.005694013086289999,5.793693058194083,0.014655076823529413,0.011529121930042003
3117.15,0.0424876,-0.034958,0.055020522696172205,0.0030272579177600006,5.5947069034732575,0.004102094470588236,0.00908406301867612
3118.0,0.0274419,-0.0284018,0.03949329207409785,0.0015597201188500003,5.4805997891058915,-0.005098023176470587,0.007354157611325532
3118.84,0.0200413,-0.0220738,0.029814532566015524,0.0008889063521300003,5.449563959080885,-0.013731752588235295,0.006191599282843179
3119.69,0.017365,-0.0179563,0.02497943023149247,0.0006239719346900001,5.481048100416776,-0.022419446705882355,0.005535384126874356
3120.53,0.0176626,-0.0161304,0.02391980858869903,0.00057215724292,5.543096862834249,-0.03154162905882353,0.005375241737344355
3121.38,0.0201851,-0.0163588,0.025981697393549948,0.0006750485994500001,5.602111223091447,-0.04109720552941176,0.005715313584530825
3122.23,0.0246755,-0.0186021,0.030901754394532358,0.0009549184246599999,5.637212491544136,-0.05064438235294118,0.006545117089319412
3123.07,0.0310143,-0.0231662,0.03871123385956588,0.0014985596269299999,5.6416376377514155,-0.05959387058823529,0.007817551707638823
3123.92,0.0389387,-0.0307497,0.04961619098419386,0.0024617664077800005,5.614759511180218,-0.06770563529411766,0.009409164358015296
3124.76,0.0477148,-0.042414,0.06384081402237912,0.004075649535039999,5.55653308025727,-0.0749734588235294,0.01111101255318
3125.61,0.0557344,-0.0593375,0.08140799868323752,0.006627262249610001,5.466485642981835,-0.08126064705882352,0.012717330993247646
3126.46,0.0601805,-0.0821362,0.10182361185250699,0.010368047930690003,5.344720345452251,-0.08647042352941176,0.014107738178181176
3127.31,0.05725,-0.109752,0.12378636437023263,0.015323064003999999,5.193190936773271,-0.09072991764705882,0.015257590877745883
3128.15,0.0434979,-0.138453,0.1451251202011905,0.021061300513409993,5.01679534343133,-0.09430955882352941,0.01620583486407353
3129.0,0.0180737,-0.162195,0.16319888681204295,0.026633876656690005,4.8233630853654335,-0.09746299411764706,0.017014631145405294
3129.85,-0.0158636,-0.174932,0.17564981761721246,0.03085285842896,4.6219519664977,-0.10032920000000001,0.017740788964411766
3130.69,-0.0518763,-0.173379,0.1809735564735633,0.032751428142690005,4.421659393493131,-0.10290224705882353,0.018422114754827648
3131.54,-0.0826616,-0.158511,0.17876990025046163,0.03195867723556,4.231699039717,-0.10502758235294118,0.019071930321438238
3132.39,-0.102788,-0.135284,0.16990330661879421,0.0288671336,4.0626489884428665,-0.10640069411764705,0.019675879097824707
3133.24,-0.110836,-0.11064,0.15660724279547228,0.024525828496000004,3.926105845483184,-0.10657059411764705,0.020188890646061768
3134.08,-0.109568,-0.0903677,0.14202629273233178,0.02017146782729,3.831252030228813,-0.10497576470588235,0.020535057331421764
3134.93,-0.103758,-0.0769843,0.12919870359446337,0.016692305010490002,3.779928362505829,-0.10104931764705882,0.020616041635584118
3135.78,-0.0976175,-0.0699672,0.12010239540529571,0.014424585382089997,3.7634710266326366,-0.09440832352941178,0.020332032584631177
3136.63,-0.0936301,-0.0673276,0.1153238975571412,0.013299601347769998,3.765010017810031,-0.08508376764705883,0.01961131172617897
3137.47,-0.09276,-0.066908,0.11437262812404023,0.013081098063999997,3.7664728466188446,-0.07370244411764706,0.01844035123472544
