group,signed_spectral_weight,absolute_weight,absolute_weight_fraction
free-oh,28.04099851000444,28.04099851000444,0.4891631085730649
surface-oriented-bonded,20.75724017226146,20.75724017226146,0.3621010901034248
subsurface-negative,-6.2427207462923615,6.2427207462923615,0.10890156729334856
coupling,1.8499876207774881,1.8499876207774881,0.032272235066035146
subsurface-positive,0.43348731326915696,0.43348731326915696,0.0075619989641265185
liquid-oriented-bonded,0.0,0.0,0.0
weakly-bonded,0.0,0.0,0.0
