sio2_wat_a_fre.d.real,sio2_wat_a_fre.d.imag
-0.00192962,-0.0222027
-0.00177325,-0.0221662
-0.00162513,-0.0221709
-0.00149688,-0.0222185
-0.00140192,-0.0223065
-0.00135314,-0.0224282
-0.00136143,-0.022572
-0.00143399,-0.0227223
-0.00157264,-0.0228612
-0.00177313,-0.0229698
-0.00202478,-0.0230312
-0.00231169,-0.0230317
-0.002614,-0.0229634
-0.00290961,-0.0228246
-0.00317606,-0.0226215
-0.00338883,-0.0223705
-0.00353955,-0.0220835
-0.00361935,-0.0217813
-0.00362602,-0.0214867
-0.00356412,-0.0212221
-0.0034446,-0.0210073
-0.00328411,-0.0208582
-0.00310291,-0.0207851
-0.00292351,-0.0207919
-0.00276873,-0.0208754
-0.0026597,-0.0210261
-0.00261389,-0.0212283
-0.00264371,-0.0214613
-0.00275513,-0.0217013
-0.00294649,-0.0219229
-0.00320817,-0.0221014
-0.00352313,-0.0222158
-0.00386735,-0.022251
-0.00421234,-0.0222004
-0.00452814,-0.0220673
-0.0047871,-0.0218658
-0.00496762,-0.0216196
-0.0050582,-0.0213592
-0.00505933,-0.021118
-0.00498438,-0.0209273
-0.00485784,-0.0208111
-0.00471147,-0.020782
-0.00457902,-0.0208391
-0.00449039,-0.0209685
-0.00446612,-0.021146
-0.00451393,-0.0213426
-0.00462835,-0.0215304
-0.00479286,-0.0216884
-0.00498463,-0.0218062
-0.00518022,-0.0218848
-0.00536037,-0.0219348
-0.00551322,-0.0219728
-0.00563597,-0.0220174
-0.00573392,-0.0220849
-0.00581858,-0.022186
-0.0059048,-0.0223238
-0.00600709,-0.0224931
-0.00613581,-0.0226811
-0.00629432,-0.0228701
-0.0064767,-0.0230412
-0.00666807,-0.0231793
-0.00684805,-0.023291
-0.00699504,-0.0233716
-0.0070929,-0.0234317
-0.00713559,-0.0234917
-0.00712892,-0.0235727
-0.00708893,-0.0236901
-0.00703813,-0.0238503
-0.00700001,-0.0240485
-0.0069946,-0.0242704
-0.00703465,-0.0244939
-0.00712289,-0.0246931
-0.00725095,-0.0248422
-0.00739979,-0.0249199
-0.00754124,-0.0249136
-0.0076421,-0.0248233
-0.00766903,-0.0246629
-0.00759476,-0.0244603
-0.00740406,-0.0242542
-0.00709767,-0.0240881
-0.00669335,-0.0240031
-0.00622429,-0.0240311
-0.00573381,-0.0241888
-0.00526893,-0.0244746
-0.00487314,-0.0248687
-0.00457944,-0.0253353
-0.00440505,-0.0258281
-0.00434871,-0.0262969
-0.00439031,-0.0266958
-0.00449447,-0.0269899
-0.00461682,-0.0271612
-0.00471162,-0.0272095
-0.00473945,-0.0271513
-0.00467194,-0.0270148
-0.0044945,-0.026834
-0.00420565,-0.0266438
-0.00381513,-0.0264757
-0.00334158,-0.0263558
-0.00280351,-0.0263082
-0.0022278,-0.0263458
-0.00165571,-0.0264649
-0.0011211,-0.0266589
-0.000656434,-0.0269095
-0.000288419,-0.0271866
-3.19287e-05,-0.0274486
0.0001161,-0.0276479
0.00018055,-0.0277397
0.000206227,-0.0276936
0.000248796,-0.0275038
0.000361035,-0.0271916
0.00057928,-0.0268008
0.000915981,-0.0263857
0.00135956,-0.0259989
0.00187992,-0.0256821
0.0024362,-0.0254612
0.00298384,-0.0253463
0.00348025,-0.0253324
0.00388883,-0.0254016
0.00418194,-0.0255263
0.00434382,-0.025671
0.00437263,-0.0257966
0.00428207,-0.0258644
0.00410111,-0.0258426
0.00387065,-0.0257118
0.00363727,-0.0254701
0.00344437,-0.025134
0.00332358,-0.0247352
0.00328911,-0.0243121
0.00333718,-0.0239013
0.00345044,-0.0235295
0.00360506,-0.0232096
0.00377797,-0.0229417
0.00395222,-0.022716
0.00411936,-0.0225187
0.00427939,-0.0223359
0.00444,-0.0221554
0.00461341,-0.0219683
0.00480326,-0.0217853
0.00501483,-0.021614
0.00524804,-0.021465
0.00549671,-0.0213493
0.00574885,-0.0212752
0.00598818,-0.0212461
0.00619626,-0.0212596
0.00635525,-0.0213062
0.00645071,-0.0213706
0.00647405,-0.0214332
0.00642405,-0.0214732
0.00630726,-0.0214714
0.00613672,-0.0214139
0.00592957,-0.0212939
0.00570372,-0.0211132
0.00547476,-0.0208803
0.0052536,-0.0206088
0.00504565,-0.0203141
0.00485162,-0.0200099
0.00466947,-0.0197066
0.00449709,-0.0194099
0.00433477,-0.0191217
0.0041868,-0.0188418
0.00406186,-0.0185707
0.00397199,-0.0183116
0.00393032,-0.0180727
0.00394801,-0.0178677
0.00403085,-0.0177155
0.00417604,-0.0176377
0.00437012,-0.0176548
0.00458843,-0.0177817
0.00479719,-0.0180218
0.00495833,-0.0183624
0.00503682,-0.0187729
0.00500912,-0.0192057
0.00487098,-0.0196017
0.00464163,-0.0198993
0.00436049,-0.0200486
0.00408507,-0.020016
0.00388075,-0.0197916
0.00381023,-0.0193919
0.00392276,-0.0188582
0.00424477,-0.0182511
0.00477256,-0.017643
0.00546844,-0.0171073
0.00626186,-0.016706
0.00705693,-0.0164778
0.00774729,-0.0164275
0.00823641,-0.0165239
0.00845873,-0.0167054
0.00839527,-0.0168958
0.00807773,-0.0170251
0.00757861,-0.0170491
0.00699028,-0.0169621
0.00639926,-0.0167967
0.00586403,-0.0166126
0.00540273,-0.0164765
0.00499374,-0.0164411
0.00458807,-0.0165285
0.00412842,-0.016723
0.00356887,-0.016975
0.00288975,-0.0172126
0.00210478,-0.0173577
0.00126063,-0.017342
0.000430279,-0.0171208
-0.000297824,-0.0166819
-0.000833291,-0.0160509
-0.001099,-0.0152911
-0.00104658,-0.0144969
-0.000669678,-0.0137812
-1.1413e-05,-0.0132559
0.000837982,-0.0130085
0.00175532,-0.0130818
0.00260831,-0.0134617
0.00328223,-0.0140793
0.003701,-0.0148286
0.00383987,-0.015586
0.00372381,-0.0162354
0.0034171,-0.0166874
0.00300773,-0.0168904
0.00259044,-0.016835
0.002251,-0.0165516
0.00205299,-0.0161027
0.00202871,-0.0155703
0.00217528,-0.0150417
0.00245761,-0.0145923
0.002818,-0.0142733
0.00319086,-0.0141032
0.0035187,-0.0140691
0.00376489,-0.0141346
0.00392023,-0.0142528
0.00400195,-0.0143802
0.00404688,-0.0144879
0.00410083,-0.0145669
0.00420758,-0.0146301
0.00439921,-0.0147072
0.00468958,-0.0148386
0.00507154,-0.0150657
0.00551828,-0.0154223
0.00598804,-0.0159272
0.00643176,-0.0165785
0.00680183,-0.0173532
0.0070608,-0.0182087
0.00718824,-0.0190891
0.00718466,-0.0199331
0.00707141,-0.0206836
0.00688658,-0.0212961
0.00667744,-0.0217446
0.0064913,-0.0220236
0.00636675,-0.0221457
0.00632798,-0.0221357
0.00638326,-0.0220217
0.00652749,-0.0218327
0.00674742,-0.0215935
0.00702733,-0.0213227
0.0073529,-0.0210362
0.00771263,-0.0207505
0.00809603,-0.0204857
0.00848996,-0.0202659
0.00887367,-0.0201176
0.00921504,-0.0200642
0.00946937,-0.0201186
0.0095825,-0.020275
0.00949868,-0.0205022
0.00917258,-0.0207409
0.00858262,-0.0209078
0.00774276,-0.0209066
0.00670867,-0.0206438
0.00557631,-0.0200482
0.00447163,-0.0190883
0.00353252,-0.0177848
0.00288558,-0.0162142
0.00262263,-0.0145013
0.00278164,-0.0128015
0.00333741,-0.0112762
0.00420425,-0.0100655
0.0052499,-0.00926669
0.00631643,-0.00892081
0.00724334,-0.00900953
0.00788747,-0.0094609
0.00813839,-0.0101603
0.00792868,-0.0109635
0.00724105,-0.011711
0.00611323,-0.0122435
0.00464015,-0.0124203
0.00297003,-0.012142
0.00128974,-0.0113741
-0.000203949,-0.0101645
-0.00134368,-0.00864417
-0.00202929,-0.0070048
-0.00224848,-0.00545625
-0.00207153,-0.00418094
-0.00162451,-0.00330095
-0.00105508,-0.00286687
-0.000504329,-0.00286428
-9.03462e-05,-0.00322939
9.80429e-05,-0.00386399
2.78668e-06,-0.00464642
-0.00040125,-0.00543784
-0.00109972,-0.0060881
-0.00202784,-0.00644654
-0.00306002,-0.00638377
-0.00401101,-0.00582618
-0.00466135,-0.00479424
-0.00481144,-0.00342341
-0.00434605,-0.00194549
-0.00327681,-0.000629215
-0.00173792,0.000291741
5.70505e-05,0.000668364
0.00186872,0.000448264
0.00347079,-0.000338358
0.00466898,-0.00159951
0.00530804,-0.00319483
0.00527949,-0.00494086
0.0045386,-0.0066146
0.00313104,-0.00796956
0.00121592,-0.00877575
-0.000938095,-0.00888217
-0.00300361,-0.00827579
-0.00468249,-0.00709795
-0.00578776,-0.0055979
-0.00627497,-0.00404785
-0.00621531,-0.00266693
-0.00573877,-0.00158547
-0.00498047,-0.000848154
-0.0040463,-0.000438976
-0.00299832,-0.000311194
-0.00185394,-0.000415071
-0.000594742,-0.000721197
0.000816573,-0.00123896
0.00240993,-0.00202684
0.00417533,-0.00318858
0.0060315,-0.00484888
0.00781063,-0.00710921
0.00927195,-0.00999597
0.0101455,-0.013422
0.0101912,-0.0171771
0.00925387,-0.0209493
0.00730055,-0.024364
0.00444107,-0.0270308
0.000936668,-0.0285931
-0.00280276,-0.0287861
-0.00624221,-0.0275036
-0.00878207,-0.0248693
-0.00986654,-0.0212834
-0.00912798,-0.0174078
-0.0065242,-0.0140648
-0.00240566,-0.0120565
0.00252854,-0.0119677
0.00737558,-0.0140222
0.0112167,-0.01804
0.0132841,-0.0234846
0.0130742,-0.0295627
0.0104106,-0.0353384
0.00547221,-0.0398465
-0.00119877,-0.0422116
-0.00872097,-0.0417841
-0.015955,-0.0382862
-0.0216666,-0.0319372
-0.024768,-0.0234947
-0.0245802,-0.0141576
-0.0210204,-0.0053246
-0.0146299,0.00172057
-0.00643009,0.0060837
0.00232862,0.00740539
0.0104247,0.00585886
0.0168601,0.00204329
0.0209711,-0.00316568
0.0224716,-0.00876626
0.0214536,-0.0137675
0.0183575,-0.0173182
0.0139051,-0.0188314
0.00898084,-0.0180901
0.00445781,-0.0152994
0.000999796,-0.011041
-0.00109317,-0.00611694
-0.00192845,-0.00132616
-0.00193194,0.00274304
-0.00167089,0.00582664
-0.00166622,0.00798293
-0.00225593,0.00950402
-0.00353156,0.0107904
-0.00533783,0.0122273
-0.00731611,0.0140801
-0.00897843,0.0164123
-0.00981004,0.0190304
-0.0093999,0.0214687
-0.00758881,0.0230376
-0.00459888,0.0229623
-0.00108164,0.0206059
0.00197621,0.0157203
0.00349866,0.00862019
0.00263985,0.000185675
-0.000952059,-0.00831954
-0.00702389,-0.015534
-0.0147699,-0.0202752
-0.0229879,-0.0217369
-0.0302717,-0.0195988
-0.0352031,-0.014074
-0.0365445,-0.00591518
-0.0334408,0.00362908
-0.0256246,0.0129426
-0.0135792,0.0202833
0.00142475,0.024132
0.0174847,0.0235658
0.0324225,0.0185236
0.0442388,0.00985005
0.0515129,-0.000904388
0.0536246,-0.011837
0.0507719,-0.0210683
0.0438383,-0.0270436
0.034192,-0.0287277
0.0234703,-0.0257166
0.0133601,-0.0182909
0.00536486,-0.00741537
0.00055189,0.0053454
-0.000682204,0.0180373
0.00125098,0.028665
0.00518559,0.0356148
0.00947461,0.0380168
0.0124069,0.0359098
0.0126182,0.0301558
0.00935503,0.0221674
0.00255077,0.0135737
-0.00724963,0.00592879
-0.0190368,0.000508853
-0.0314971,-0.00181211
-0.0431626,-0.000635003
-0.0525595,0.00392229
-0.0583723,0.0112167
-0.0596324,0.0201295
-0.0559042,0.029206
-0.0474152,0.0368967
-0.0350607,0.0418595
-0.0202507,0.0432403
-0.00463104,0.0408305
0.0102279,0.0350541
0.0230771,0.0268042
0.0331157,0.0172083
0.040001,0.00740416
0.043783,-0.00162337
0.0448068,-0.00913338
0.0436112,-0.0146593
0.0408334,-0.0179992
0.0371286,-0.0191832
0.0331005,-0.0184249
0.0292522,-0.0160694
0.0259577,-0.0125421
0.0234504,-0.00830697
0.0218214,-0.00383854
0.0210202,0.000395753
0.0208463,0.00394999
0.0209369,0.00642468
0.0207578,0.00751074
0.0196199,0.00705656
0.0167489,0.00514371
0.011423,0.00213492
0.00317244,-0.00135442
-0.00801418,-0.0045966
-0.0215526,-0.00697828
-0.0362551,-0.00823274
-0.0504627,-0.00856159
-0.0622879,-0.00858893
-0.0699388,-0.00917122
-0.072092,-0.0111676
-0.0682486,-0.0152842
-0.0589418,-0.0220127
-0.0456831,-0.0316019
-0.0306424,-0.0439911
-0.0161685,-0.0587258
-0.00432084,-0.0749373
0.00344607,-0.0914386
0.00638947,-0.106904
0.00440874,-0.12003
-0.00209551,-0.129618
-0.0123193,-0.134556
-0.025006,-0.133786
-0.0382094,-0.126397
-0.049003,-0.112154
-0.0537238,-0.0926155
-0.0496882,-0.0721123
-0.0378902,-0.0564609
-0.0232695,-0.0491061
-0.0111146,-0.0489992
-0.0039204,-0.0526132
-0.00151302,-0.0567386
-0.00256619,-0.0594781
-0.00563278,-0.0599885
-0.00947883,-0.0579962
-0.013065,-0.0534694
